Number,Subject,Gender,Condition,Task,Order,Initial,Item,Vowel,Vowel type,F1,F2,F3,Duration (ms.)
713,8,M,Casual,Map,BA,non,반대,a,mono,557,1073,2202,49.604
714,8,M,Casual,Map,BA,non,보이나요,o,mono,432,945,2071,34.277
715,8,M,Casual,Map,BA,non,바위,a,mono,724,1140,2377,72.122
716,8,M,Casual,Map,BA,non,금광,m,mono,395,1019,2014,29.312
717,8,M,Casual,Map,BA,non,길,i,mono,390,1685,2148,37.924
718,8,M,Casual,Map,BA,non,다시,a,mono,651,1113,2061,84.043
719,8,M,Casual,Map,BA,non,똥그랗게,o,mono,433,906,3574,34.978
720,8,M,Casual,Map,BA,non,길이,i,mono,348,1894,3705,36.064
721,8,M,Casual,Map,BA,initial,가면서,a,mono,531,1075,1608,66.155
722,8,M,Casual,Map,BA,non,백조,e,mono,417,1598,1965,37.931
723,8,M,Casual,Map,BA,initial,거기는,v,mono,455,967,2066,70.765
724,8,M,Casual,Map,BA,initial,그대로,m,mono,386,1521,2127,53.23
725,8,M,Casual,Map,BA,non,그린다고,m,mono,428,1532,2161,30.826
726,8,M,Casual,Map,BA,non,그리면서,m,mono,436,1233,2129,72.708
727,8,M,Casual,Map,BA,non,다시,a,mono,422,1069,2165,52.923
728,8,M,Casual,Map,BA,non,똥그랗니까,o,mono,452,891,2415,29.518
729,8,M,Casual,Map,BA,non,길을,i,mono,389,1719,2570,34.982
730,8,M,Casual,Map,BA,non,끼고,i,mono,481,2198,3968,128.432
731,8,M,Casual,Map,BA,non,거기,v,mono,442,934,2109,44.131
732,8,M,Casual,Map,BA,non,도착점,o,mono,422,927,2096,46.299
733,10,M,Casual,Map,AB,non,다이아몬드,a,mono,632,1567,2375,41.323
734,10,M,Casual,Map,AB,non,보이지,o,mono,378,1064,2290,39.348
735,10,M,Casual,Map,AB,initial,그,m,mono,428,1268,2420,32.141
736,10,M,Casual,Map,AB,non,다이아몬드,a,mono,559,1583,2372,43.352
737,10,M,Casual,Map,AB,initial,다이아몬드,a,mono,559,1486,2404,40.555
738,10,M,Casual,Map,AB,initial,그럼,m,mono,430,1209,2551,31.122
739,10,M,Casual,Map,AB,non,가다,a,mono,525,1260,2641,31.071
740,10,M,Casual,Map,AB,initial,그러면은,m,mono,456,1176,2711,35.558
741,10,M,Casual,Map,AB,non,감싸고,a,mono,538,1047,2559,32.449
742,10,M,Casual,Map,AB,non,도는거야,o,mono,420,887,2549,46.787
743,10,M,Casual,Map,AB,initial,그,m,mono,467,1133,2397,95.198
744,10,M,Casual,Map,AB,non,캠프,e,mono,440,1577,2426,57.396
745,10,M,Casual,Map,AB,initial,대각선으로,e,mono,482,1538,2052,26.93
746,10,M,Casual,Map,AB,non,보여,o,mono,419,1054,2365,33.636
747,10,M,Casual,Map,AB,non,캠프를,e,mono,449,1749,2783,22.047
748,10,M,Casual,Map,AB,non,두고,u,mono,369,1026,2373,41.944
749,10,M,Casual,Map,AB,non,보여,o,mono,425,1030,2182,42.642
750,10,M,Casual,Map,AB,non,도시,o,mono,411,1049,2866,64.062
751,10,M,Casual,Map,AB,non,가고,a,mono,616,1128,2614,113.245
752,10,M,Casual,Map,AB,initial,그러고,m,mono,441,1206,2043,25.734
753,10,M,Casual,Map,AB,initial,그러다가,m,mono,395,1126,2649,28.677
754,10,M,Casual,Map,AB,initial,다시,a,mono,850,991,2683,56.361
755,10,M,Casual,Map,AB,non,개울,e,mono,428,1992,2197,69.575
756,10,M,Casual,Map,AB,initial,개울,e,mono,424,1913,2147,58.566
757,10,M,Casual,Map,AB,non,보여,o,mono,418,930,2455,32.63
758,10,M,Casual,Map,AB,non,가,a,mono,647,1088,2291,107.045
759,10,M,Casual,Map,AB,non,까지,a,mono,503,1251,2224,66.77
760,10,M,Casual,Map,AB,initial,버팔로를,v,mono,503,881,3076,29.57
761,10,M,Casual,Map,AB,initial,버팔로를,v,mono,406,756,3081,23.402
762,10,M,Casual,Map,AB,non,두고,u,mono,455,702,2506,54.527
763,10,M,Casual,Map,AB,initial,그니까,m,mono,468,1608,2424,28.503
764,10,M,Casual,Map,AB,non,돌고,o,mono,402,961,2015,30.279
765,10,M,Casual,Map,AB,non,끼고,i,mono,351,2072,2394,77.39
766,10,M,Casual,Map,AB,non,도는,o,mono,456,922,2400,55.443
767,10,M,Casual,Map,AB,non,버팔로,v,mono,443,859,2782,38.382
768,10,M,Casual,Map,AB,initial,그러니깐,m,mono,432,1316,2460,32.959
769,10,M,Casual,Map,AB,non,버팔로를,v,mono,458,852,2852,29.049
770,10,M,Casual,Map,AB,non,감싸고,a,mono,599,1145,2012,42.307
771,10,M,Casual,Map,AB,non,돌긴,o,mono,419,1230,2181,49.351
772,10,M,Casual,Map,AB,non,버팔로,v,mono,459,849,2562,30.142
773,10,M,Casual,Map,AB,initial,거의,v,mono,501,841,2724,45.786
774,10,M,Casual,Map,AB,non,끼고,i,mono,321,2019,2753,68.114
775,10,M,Casual,Map,AB,non,도착점,o,mono,431,994,2699,58.032
776,5,M,Casual,Map,BA,non,카메라,a,mono,566,1130,1656,33.422
777,5,M,Casual,Map,BA,initial,카메라,a,mono,449,1063,1669,26.129
778,5,M,Casual,Map,BA,non,카메라,a,mono,470,1164,1911,49.219
779,5,M,Casual,Map,BA,non,카메라,a,mono,614,1041,1888,36.198
780,5,M,Casual,Map,BA,non,카메라,a,mono,594,1482,1846,30.07
781,5,M,Casual,Map,BA,initial,카메라,a,mono,492,1170,2142,32.339
782,5,M,Casual,Map,BA,non,카메라,a,mono,411,1185,1857,24.691
783,5,M,Casual,Map,BA,non,거리,v,mono,508,1011,2133,57.321
784,5,M,Casual,Map,BA,initial,그,m,mono,382,1358,2050,109.151
785,5,M,Casual,Map,BA,non,카메라,a,mono,559,1026,1705,29.509
786,5,M,Casual,Map,BA,non,끼고,i,mono,338,2005,2755,75.914
787,5,M,Casual,Map,BA,non,가서,a,mono,546,947,2066,59.109
788,5,M,Casual,Map,BA,non,바로,a,mono,621,1058,2035,73.191
789,5,M,Casual,Map,BA,non,그어,m,mono,405,955,2090,36.65
790,5,M,Casual,Map,BA,non,거기,v,mono,457,903,1947,41.158
791,5,M,Casual,Map,BA,non,까지,a,mono,532,1347,2058,67.015
792,5,M,Casual,Map,BA,non,다시,a,mono,577,1289,1898,63.916
793,5,M,Casual,Map,BA,non,거기,v,mono,442,1030,1969,47.24
794,5,M,Casual,Map,BA,non,까지,a,mono,504,1387,2061,62.73
795,5,M,Casual,Map,BA,non,폐쇄된,e,mono,262,1565,2226,52.357
796,5,M,Casual,Map,BA,non,폐쇄된,e,mono,376,1634,2354,63.58
797,5,M,Casual,Map,BA,non,반,a,mono,282,809,2002,31.79
798,5,M,Casual,Map,BA,non,반,a,mono,602,983,1970,25.558
799,5,M,Casual,Map,BA,initial,디긋,i,mono,332,1993,2705,54.757
800,5,M,Casual,Map,BA,non,감쌀꺼야,a,mono,557,1022,1811,38.599
801,5,M,Casual,Map,BA,initial,폐쇄된,e,mono,411,1449,2107,54.801
802,5,M,Casual,Map,BA,non,디긋,i,mono,315,1984,2527,32.321
803,5,M,Casual,Map,BA,non,감싸,a,mono,425,889,1871,46.792
804,5,M,Casual,Map,BA,initial,디긋자로,i,mono,353,2027,3066,28.818
805,5,M,Casual,Map,BA,non,디긋,i,mono,311,2031,2235,35.955
806,5,M,Casual,Map,BA,non,폐쇄된,e,mono,449,1524,2190,51.267
807,5,M,Casual,Map,BA,non,가든,a,mono,564,1167,2129,66.113
808,5,M,Casual,Map,BA,initial,그리고,m,mono,402,1509,1963,16.797
809,5,M,Casual,Map,BA,non,다시,a,mono,588,1339,2066,54.917
810,5,M,Casual,Map,BA,non,가든,a,mono,519,1143,1981,76.026
811,5,M,Casual,Map,BA,non,부드럽게,u,mono,273,853,2567,51.366
812,5,M,Casual,Map,BA,non,가든은,a,mono,531,1137,2030,63.04
813,5,M,Casual,Map,BA,non,다시,a,mono,625,1269,2161,79.319
814,5,M,Casual,Map,BA,non,가든,a,mono,534,1196,2191,74.392
815,5,M,Casual,Map,BA,non,간,a,mono,519,1055,1870,42.171
816,5,M,Casual,Map,BA,initial,그러면은,m,mono,465,1299,1854,32.562
817,5,M,Casual,Map,BA,non,가정하고,a,mono,549,1199,2112,45.723
818,5,M,Casual,Map,BA,non,다시,a,mono,606,1311,2106,73.375
819,5,M,Casual,Map,BA,initial,그,m,mono,548,1195,1983,78.304
820,5,M,Casual,Map,BA,initial,공중전화,o,mono,530,1002,2537,55.575
821,5,M,Casual,Map,BA,initial,거기,v,mono,472,920,2037,55.142
822,5,M,Casual,Map,BA,non,공중전화,o,mono,454,598,1970,59.357
823,5,M,Casual,Map,BA,non,부스,u,mono,400,1465,2974,34.66
824,5,M,Casual,Map,BA,initial,공중전화,o,mono,437,442,2024,50.597
825,5,M,Casual,Map,BA,initial,그담에,m,mono,400,1325,2100,33.198
826,5,M,Casual,Map,BA,initial,공중전화부스,o,mono,426,517,1951,39.023
827,5,M,Casual,Map,BA,non,다시,a,mono,470,1515,2895,42.169
828,5,M,Casual,Map,BA,initial,동쪽,o,mono,556,1423,2339,35.225
829,5,M,Casual,Map,BA,non,가는데,a,mono,599,1223,2220,72.872
830,5,M,Casual,Map,BA,non,동쪽,o,mono,427,561,2204,20.184
831,5,M,Casual,Map,BA,initial,그,m,mono,369,869,2086,62.71
832,5,M,Casual,Map,BA,initial,공중전화,o,mono,347,933,1992,38.812
833,5,M,Casual,Map,BA,initial,그러면,v,mono,399,885,1961,41.695
834,5,M,Casual,Map,BA,initial,그,m,mono,470,1152,1941,29.848
835,5,M,Casual,Map,BA,initial,그래서,m,mono,387,1304,1993,60.702
836,5,M,Casual,Map,BA,non,가서,a,mono,621,1053,1996,219.234
837,5,M,Casual,Map,BA,initial,동쪽호수,o,mono,580,1011,2264,43.101
838,5,M,Casual,Map,BA,non,도착,o,mono,366,918,2088,39.818
839,9,M,Casual,Map,AB,non,기준으로,i,mono,273,2258,2660,30.314
840,9,M,Casual,Map,AB,non,피크닉,i,mono,286,1779,2430,21.927
841,9,M,Casual,Map,AB,non,통해서,o,mono,423,914,2326,36.594
842,9,M,Casual,Map,AB,initial,그럼,m,mono,532,1285,2415,50.505
843,9,M,Casual,Map,AB,non,피크닉,i,mono,669,1814,2561,38.364
844,9,M,Casual,Map,AB,non,들어가겠지,m,mono,411,1411,3133,29.121
845,9,M,Casual,Map,AB,initial,똑같애,o,mono,441,756,2444,34.239
846,9,M,Casual,Map,AB,initial,똑같애,o,mono,435,814,2337,20.543
847,9,M,Casual,Map,AB,initial,그,m,mono,390,1389,2082,33.318
848,9,M,Casual,Map,AB,non,들어가,m,mono,519,999,2119,25.13
849,9,M,Casual,Map,AB,non,피크닉,i,mono,388,1782,2024,47.039
850,9,M,Casual,Map,AB,non,돌고,o,mono,425,1105,1875,115.576
851,9,M,Casual,Map,AB,initial,그담에,m,mono,535,1398,2309,70.818
852,9,M,Casual,Map,AB,non,들어가,m,mono,455,1546,2978,23.654
853,9,M,Casual,Map,AB,initial,길을,i,mono,357,1893,2649,41.632
854,9,M,Casual,Map,AB,non,가다가,a,mono,628,1087,2404,65.548
855,9,M,Casual,Map,AB,non,그거를,m,mono,354,1342,1930,93.221
856,9,M,Casual,Map,AB,non,기준으로,i,mono,301,2047,3176,50.305
857,9,M,Casual,Map,AB,non,돌아,o,mono,391,873,3022,55.08
858,9,M,Casual,Map,AB,non,돌아서,o,mono,436,888,2289,54.948
859,9,M,Casual,Map,AB,non,그,m,mono,388,1384,1944,26.749
860,9,M,Casual,Map,AB,non,기차,i,mono,352,1942,3483,52.673
861,9,M,Casual,Map,AB,non,가고,a,mono,623,1060,2019,120.355
862,9,M,Casual,Map,AB,initial,그담에,m,mono,585,1301,2198,30.588
863,9,M,Casual,Map,AB,non,폭포,o,mono,418,644,2221,33.285
864,9,M,Casual,Map,AB,initial,폭포,o,mono,374,662,2454,46.465
865,9,M,Casual,Map,AB,initial,폭포,o,mono,380,661,2315,69.046
866,9,M,Casual,Map,AB,non,폭포,o,mono,383,693,2491,47.3
867,9,M,Casual,Map,AB,initial,돌무덤,o,mono,380,1135,1983,64.106
868,9,M,Casual,Map,AB,non,들어가서,m,mono,434,1213,2294,25.604
869,9,M,Casual,Map,AB,non,돌무덤,o,mono,358,1065,2058,44.761
870,9,M,Casual,Map,AB,non,끼고,i,mono,370,1609,1947,61.78
871,9,M,Casual,Map,AB,non,돌아서,o,mono,366,726,2632,81.075
872,9,M,Casual,Map,AB,initial,들어가서,m,mono,398,1135,2427,19.295
873,9,M,Casual,Map,AB,non,보이지,o,mono,373,1089,2190,49.382
874,9,M,Casual,Map,AB,initial,돌무덤,o,mono,414,1081,2110,45.668
875,9,M,Casual,Map,AB,non,통해서,o,mono,455,913,2403,38.964
876,9,M,Casual,Map,AB,non,동쪽,o,mono,379,668,2396,37.28
877,9,M,Casual,Map,AB,initial,동쪽,o,mono,387,689,2432,32.447
878,9,M,Casual,Map,AB,non,가서,a,mono,680,1118,2187,76.727
879,9,M,Casual,Map,AB,initial,그,m,mono,429,1490,1968,58.413
880,9,M,Casual,Map,AB,non,동쪽,o,mono,355,787,2360,26.87
881,9,M,Casual,Map,AB,non,도착점,o,mono,366,1007,2397,40.753
882,14,M,Casual,Map,AB,non,다이아몬드,a,mono,640,1405,2453,45.848
883,14,M,Casual,Map,AB,initial,근데,m,mono,485,1293,2366,41.631
884,14,M,Casual,Map,AB,non,가로질러,a,mono,634,1146,2341,47.428
885,14,M,Casual,Map,AB,non,다이아몬드,a,mono,723,1568,2398,56.481
886,14,M,Casual,Map,AB,non,가깝게,a,mono,435,1339,2113,25.053
887,14,M,Casual,Map,AB,non,가야돼,a,mono,611,1457,1487,57.288
888,14,M,Casual,Map,AB,initial,그렇게,m,mono,387,1366,2300,33.419
889,14,M,Casual,Map,AB,non,가다,a,mono,657,1253,2367,58.71
890,14,M,Casual,Map,AB,non,보여,o,mono,414,937,2228,25.757
891,14,M,Casual,Map,AB,initial,다이아몬드,a,mono,657,1268,2387,45.276
892,14,M,Casual,Map,AB,non,가다가,a,mono,642,1283,1841,61.719
893,14,M,Casual,Map,AB,non,딱,a,mono,749,1295,1938,64.086
894,14,M,Casual,Map,AB,non,가로질러,a,mono,636,1089,2257,34.263
895,14,M,Casual,Map,AB,non,근데,m,mono,356,1556,2073,24.876
896,14,M,Casual,Map,AB,non,가로질러,a,mono,583,1138,1512,50.129
897,14,M,Casual,Map,AB,non,그거를,m,mono,318,930,2191,57.214
898,14,M,Casual,Map,AB,non,들어갔다,m,mono,327,1547,2238,22.136
899,14,M,Casual,Map,AB,non,다시,a,mono,787,1452,2884,88.79
900,14,M,Casual,Map,AB,non,다시,a,mono,688,1465,2772,56.681
901,14,M,Casual,Map,AB,initial,그,m,mono,339,1346,2078,130.509
902,14,M,Casual,Map,AB,non,부분,u,mono,305,770,2269,71.607
903,14,M,Casual,Map,AB,non,가진,a,mono,622,1336,1973,57.816
904,14,M,Casual,Map,AB,non,개울,e,mono,412,1850,2161,47.409
905,14,M,Casual,Map,AB,non,바위,a,mono,722,1126,2854,39.315
906,14,M,Casual,Map,AB,non,바위,a,mono,711,1214,1694,52.211
907,14,M,Casual,Map,AB,non,개울,e,mono,411,1867,2291,21.253
908,14,M,Casual,Map,AB,initial,그러면,m,mono,447,1233,1853,21.112
909,14,M,Casual,Map,AB,non,바위,a,mono,705,1174,2078,91.37
910,14,M,Casual,Map,AB,non,가는거야,a,mono,597,1063,1365,47.515
911,14,M,Casual,Map,AB,initial,바위,a,mono,651,1335,1941,38.169
912,14,M,Casual,Map,AB,non,비껴서,i,mono,328,2046,3136,45.405
913,14,M,Casual,Map,AB,initial,가위,a,mono,696,1181,2497,43.517
914,14,M,Casual,Map,AB,non,바위에,a,mono,682,1207,2540,50.333
915,14,M,Casual,Map,AB,non,부딛히면,u,mono,319,1350,2080,37.453
916,14,M,Casual,Map,AB,non,바위에,a,mono,681,1152,2164,52.19
917,14,M,Casual,Map,AB,initial,그렇지,m,mono,442,1138,2805,31.069
918,14,M,Casual,Map,AB,non,가다보면,a,mono,630,1094,2209,53.725
919,14,M,Casual,Map,AB,non,바로,a,mono,540,979,2530,52.665
920,14,M,Casual,Map,AB,non,개울이,e,mono,394,1985,2778,44.337
921,14,M,Casual,Map,AB,initial,근데,m,mono,369,1588,2262,32.11
922,14,M,Casual,Map,AB,non,그림에,m,mono,315,1630,1954,25.021
923,14,M,Casual,Map,AB,non,부딪칠라,u,mono,356,1149,2123,32.095
924,14,M,Casual,Map,AB,non,감싸듯,a,mono,778,1337,1558,56.595
925,14,M,Casual,Map,AB,non,돌아서,o,mono,387,750,2480,50.824
926,14,M,Casual,Map,AB,initial,그렇지,m,mono,342,1321,2047,24.014
927,14,M,Casual,Map,AB,non,가다가,a,mono,623,1148,1786,44.508
928,14,M,Casual,Map,AB,non,붙여서,u,mono,332,798,2131,38.405
929,14,M,Casual,Map,AB,non,뺑,e,mono,681,1818,2476,90.401
930,14,M,Casual,Map,AB,non,감을,a,mono,745,1212,2408,39.121
931,14,M,Casual,Map,AB,non,필요,i,mono,468,1809,2482,28.05
932,14,M,Casual,Map,AB,non,글자,m,mono,333,1462,2103,46.475
933,14,M,Casual,Map,AB,non,닿을랑,a,mono,671,1146,2065,96.645
934,14,M,Casual,Map,AB,initial,거의,v,mono,468,1031,2252,32.652
935,14,M,Casual,Map,AB,non,닿을랑,a,mono,719,1211,1945,89.794
936,14,M,Casual,Map,AB,initial,그니까,m,mono,341,1500,2083,24.077
937,14,M,Casual,Map,AB,non,보는,o,mono,394,837,2332,45.799
938,14,M,Casual,Map,AB,non,감으면서,a,mono,765,1189,2733,65.386
939,14,M,Casual,Map,AB,non,가주는거지,a,mono,748,1010,2836,56.877
940,14,M,Casual,Map,AB,initial,그렇게,m,mono,418,1507,2585,29.792
941,14,M,Casual,Map,AB,non,바깥,a,mono,597,1204,1831,36.151
942,14,M,Casual,Map,AB,non,바깥,a,mono,582,1028,1995,44.127
943,14,M,Casual,Map,AB,initial,그리고,m,mono,384,1088,2029,25.391
944,14,M,Casual,Map,AB,non,개울,e,mono,395,1923,2711,74.931
945,14,M,Casual,Map,AB,non,백조,e,mono,499,1878,2396,66.35
946,14,M,Casual,Map,AB,initial,백조,e,mono,454,1801,2276,55.276
947,14,M,Casual,Map,AB,initial,그러면은,m,mono,416,1137,2064,31.019
948,14,M,Casual,Map,AB,initial,바로,a,mono,660,1131,2319,79.874
949,14,M,Casual,Map,AB,non,동서,o,mono,320,693,2383,54.082
950,14,M,Casual,Map,AB,non,동,o,mono,339,681,2107,55.932
951,14,M,Casual,Map,AB,non,동,o,mono,380,758,2332,63.434
952,14,M,Casual,Map,AB,non,동,o,mono,300,633,2429,48.963
953,14,M,Casual,Map,AB,initial,개울,e,mono,378,1873,2735,63.692
954,14,M,Casual,Map,AB,initial,그리고,m,mono,390,1316,2013,24.815
955,14,M,Casual,Map,AB,non,백조,e,mono,392,1696,1926,67.994
956,14,M,Casual,Map,AB,non,가정을,a,mono,735,1283,2587,58.626
957,14,M,Casual,Map,AB,initial,근데,m,mono,411,1616,2343,25.86
958,14,M,Casual,Map,AB,non,그,m,mono,347,1448,2156,39.743
959,14,M,Casual,Map,AB,non,가로질러,a,mono,638,1162,1793,33.228
960,14,M,Casual,Map,AB,non,떠서,v,mono,594,978,2969,120.726
961,14,M,Casual,Map,AB,initial,그렇지,m,mono,391,1247,2128,38.012
962,14,M,Casual,Map,AB,non,떠서,v,mono,502,840,2011,63.197
963,14,M,Casual,Map,AB,initial,그렇지,m,mono,332,1222,2050,68.851
964,14,M,Casual,Map,AB,non,그런,m,mono,328,1288,2555,41.982
965,14,M,Casual,Map,AB,non,그렇지,m,mono,375,1407,2040,39.834
966,14,M,Casual,Map,AB,non,떴다,v,mono,601,953,2985,59.249
967,14,M,Casual,Map,AB,non,간,a,mono,649,1291,2675,44.342
968,14,M,Casual,Map,AB,non,다시,a,mono,687,1191,1554,57.595
969,14,M,Casual,Map,AB,initial,그리고,m,mono,389,1040,2159,41.448
970,14,M,Casual,Map,AB,non,거기가,v,mono,405,994,2145,43.069
971,14,M,Casual,Map,AB,non,도착,o,mono,374,1028,2364,31.5
972,2,M,Polite,Map,BA,non,같죠,a,mono,638,1478,2462,42.757
973,2,M,Polite,Map,BA,non,다이아몬드,a,mono,673,1355,2417,53.287
974,2,M,Polite,Map,BA,non,보입니다,o,mono,326,1006,2153,46.097
975,2,M,Polite,Map,BA,initial,그럼,m,mono,422,1077,2548,26.766
976,2,M,Polite,Map,BA,non,다이아몬드,a,mono,637,1235,2246,82.91
977,2,M,Polite,Map,BA,non,타고,a,mono,584,1129,2169,55.639
978,2,M,Polite,Map,BA,non,같이,a,mono,617,1592,2712,41.208
979,2,M,Polite,Map,BA,non,다이아몬드,a,mono,629,1280,2307,58.517
980,2,M,Polite,Map,BA,non,끼고,i,mono,375,2056,2742,68.789
981,2,M,Polite,Map,BA,non,돌아야,o,mono,443,1039,2195,36.484
982,2,M,Polite,Map,BA,non,끼고,i,mono,283,1746,2286,74.48
983,2,M,Polite,Map,BA,non,돌아야,o,mono,394,915,1963,36.746
984,2,M,Polite,Map,BA,non,보시는,o,mono,338,872,2051,76.978
985,2,M,Polite,Map,BA,non,방향에,a,mono,598,1178,2231,63.133
986,2,M,Polite,Map,BA,non,다이아몬드,a,mono,628,1504,2614,59.07
987,2,M,Polite,Map,BA,non,보이면은,o,mono,363,870,2083,27.93
988,2,M,Polite,Map,BA,initial,그럼,m,mono,372,1163,2172,28.139
989,2,M,Polite,Map,BA,non,끼고,i,mono,361,1583,2079,55.072
990,2,M,Polite,Map,BA,non,돌아야,o,mono,407,1035,2076,27.662
991,2,M,Polite,Map,BA,non,돼요,uy,diph,541,1362,2241,159.092
992,2,M,Polite,Map,BA,non,또,o,mono,401,1337,2018,33.866
993,2,M,Polite,Map,BA,non,그,m,mono,342,1649,2975,33.618
994,2,M,Polite,Map,BA,non,끼고,i,mono,347,1510,1947,41.88
995,2,M,Polite,Map,BA,non,돌아서,o,mono,381,957,2401,63.082
996,2,M,Polite,Map,BA,non,가시다가,a,mono,857,1566,2735,62.275
997,2,M,Polite,Map,BA,non,걸어,v,mono,495,1022,2139,59.942
998,2,M,Polite,Map,BA,non,보이면은,o,mono,355,706,2097,41.22
999,2,M,Polite,Map,BA,non,바로,a,mono,621,1066,2323,66.761
1000,2,M,Polite,Map,BA,non,다시,a,mono,629,1351,2356,127.355
1001,2,M,Polite,Map,BA,non,돌다가,o,mono,396,1105,2387,41.404
1002,2,M,Polite,Map,BA,non,다시,a,mono,603,1696,2880,39.394
1003,2,M,Polite,Map,BA,initial,그럼,m,mono,408,1093,2028,31.11
1004,2,M,Polite,Map,BA,non,보면,o,mono,363,793,2210,35.516
1005,2,M,Polite,Map,BA,non,거기,v,mono,416,790,2285,43.599
1006,2,M,Polite,Map,BA,non,가운데를,a,mono,625,1043,2173,59.293
1007,2,M,Polite,Map,BA,non,타고,a,mono,420,850,2269,46.872
1008,2,M,Polite,Map,BA,initial,바위가,a,mono,696,1209,2383,56.775
1009,2,M,Polite,Map,BA,non,보이시면은,o,mono,335,799,2239,64.887
1010,2,M,Polite,Map,BA,non,방향,a,mono,672,1211,2215,48.429
1011,2,M,Polite,Map,BA,non,꺾어서,v,mono,491,815,2156,46.666
1012,2,M,Polite,Map,BA,non,가시면은,a,mono,618,1720,2854,66.13
1013,2,M,Polite,Map,BA,initial,개울가가,e,mono,465,1818,2069,45.166
1014,2,M,Polite,Map,BA,non,보여요,o,mono,377,920,1796,50.861
1015,2,M,Polite,Map,BA,initial,바위를,a,mono,668,1168,2311,74.05
1016,2,M,Polite,Map,BA,initial,개울,e,mono,421,1874,2372,59.048
1017,2,M,Polite,Map,BA,non,개울이,e,mono,411,1884,2429,53.512
1018,2,M,Polite,Map,BA,initial,그,m,mono,391,1395,2023,75.634
1019,2,M,Polite,Map,BA,non,보이거든요,o,mono,356,777,2090,65.185
1020,2,M,Polite,Map,BA,non,보이는데,o,mono,338,915,2391,35.017
1021,2,M,Polite,Map,BA,non,가심,a,mono,625,1564,2751,60.936
1022,2,M,Polite,Map,BA,non,끼고,i,mono,366,2171,2980,92.541
1023,2,M,Polite,Map,BA,non,가셔요,a,mono,498,1608,2043,54.605
1024,2,M,Polite,Map,BA,non,가시다가,a,mono,543,1610,2947,46.937
1025,2,M,Polite,Map,BA,non,보시면은,o,mono,344,1077,2206,35.969
1026,2,M,Polite,Map,BA,non,가시다가,a,mono,531,1646,2930,42.236
1027,2,M,Polite,Map,BA,non,보이거든요,o,mono,343,968,2042,25.725
1028,2,M,Polite,Map,BA,non,보이는,o,mono,337,718,1868,75.617
1029,2,M,Polite,Map,BA,non,걸어가,v,mono,460,972,2298,38.404
1030,2,M,Polite,Map,BA,initial,가시다가,a,mono,441,1496,2332,46.46
1031,2,M,Polite,Map,BA,non,보이는,o,mono,337,701,1969,89.591
1032,2,M,Polite,Map,BA,non,보이면,o,mono,364,917,2653,25.904
1033,2,M,Polite,Map,BA,non,보이면,o,mono,353,780,2375,16.622
1034,2,M,Polite,Map,BA,non,바로,a,mono,573,1142,2304,72.466
1035,2,M,Polite,Map,BA,non,가셔야,a,mono,495,1406,2423,71.121
1036,2,M,Polite,Map,BA,initial,돌면,o,mono,371,844,2521,37.996
1037,2,M,Polite,Map,BA,non,바로,a,mono,608,1071,2438,56.031
1038,2,M,Polite,Map,BA,non,바로,a,mono,334,895,2162,42.563
1039,2,M,Polite,Map,BA,non,가셔야,a,mono,387,1375,2303,47.296
1040,2,M,Polite,Map,BA,non,가셔요,a,mono,485,1201,2356,89.238
1041,2,M,Polite,Map,BA,non,가시다가,a,mono,670,1650,2567,60.849
1042,2,M,Polite,Map,BA,non,보여요,o,mono,367,996,3163,36.713
1043,2,M,Polite,Map,BA,initial,거의,v,mono,447,835,2510,58.548
1044,2,M,Polite,Map,BA,non,바닥,a,mono,564,1400,2403,44.128
1045,2,M,Polite,Map,BA,non,보이는데,o,mono,388,916,1855,38.748
1046,2,M,Polite,Map,BA,non,보이면은,o,mono,364,891,1400,35.909
1047,2,M,Polite,Map,BA,non,끼고,i,mono,388,1981,2747,121.03
1048,2,M,Polite,Map,BA,non,도시고,o,mono,336,1045,2112,45.094
1049,2,M,Polite,Map,BA,non,도시면서,o,mono,337,1022,2324,63.631
1050,2,M,Polite,Map,BA,non,그러면서,m,mono,368,1205,2167,19.302
1051,2,M,Polite,Map,BA,non,백조,e,mono,409,1994,2506,48.278
1052,2,M,Polite,Map,BA,non,보여요,o,mono,360,1077,2202,30.159
1053,2,M,Polite,Map,BA,initial,백조,e,mono,432,1817,2415,49.364
1054,2,M,Polite,Map,BA,non,보이면,o,mono,348,824,2107,15.209
1055,2,M,Polite,Map,BA,non,백조,e,mono,387,1965,2570,43.23
1056,2,M,Polite,Map,BA,non,방향으로,a,mono,523,1221,2289,39.963
1057,2,M,Polite,Map,BA,initial,백조,e,mono,431,1888,2922,199.832
1058,2,M,Polite,Map,BA,non,또,o,mono,435,842,2425,146.027
1059,2,M,Polite,Map,BA,non,계속,ey,diph,468,1688,2499,33.378
1060,2,M,Polite,Map,BA,non,그대로,m,mono,420,1257,2585,68.213
1061,2,M,Polite,Map,BA,non,방향,a,mono,550,1379,2072,44.512
1062,2,M,Polite,Map,BA,non,가시다가,a,mono,501,1330,1704,42.69
1063,2,M,Polite,Map,BA,non,돌아야,o,mono,405,865,2594,37.009
1064,2,M,Polite,Map,BA,initial,그,m,mono,299,1279,2662,25.967
1065,2,M,Polite,Map,BA,initial,도착,o,mono,334,1158,2713,40.986
1066,2,M,Polite,Map,BA,non,보고,o,mono,339,671,2389,81.682
